date,sku,price
18/08/2012,LD02625299,832
18/08/2012,LD02728890,862
18/08/2012,LD02700920,1039
18/08/2012,LD02609370,856
18/08/2012,LD02709312,878
18/08/2012,LD02660159,473
18/08/2012,LD02723717,519
18/08/2012,LD02719079,550
18/08/2012,LD02708797,390
18/08/2012,LD02667615,635
18/08/2012,LD02700850,635
18/08/2012,LD02732432,321
18/08/2012,LD02673601,324
18/08/2012,LD02698346,398
18/08/2012,LD02677481,453
18/08/2012,LD02700979,453
18/08/2012,LD02673003,494
18/08/2012,LD02619123,513
18/08/2012,LD02667596,611
18/08/2012,LD02667628,611
18/08/2012,LD02700978,625
18/08/2012,LD02711549,658
18/08/2012,LD02721553,430
18/08/2012,LD02593477,484
18/08/2012,LD02700867,572
18/08/2012,LD02667648,734
18/08/2012,LD02700916,474
18/08/2012,LD02719502,475
18/08/2012,LD02673531,341
18/08/2012,LD02708768,351
18/08/2012,LD02708781,405
18/08/2012,LD02593469,426
18/08/2012,LD02718924,427
18/08/2012,LD02700939,439
18/08/2012,LD02606465,444
18/08/2012,LD02674784,452
18/08/2012,LD02711550,454
19/08/2012,LD02719254,890672
19/08/2012,LD02589837,526705
19/08/2012,LD02715761,211884
19/08/2012,LD02722838,140696
19/08/2012,LD02613752,46317
19/08/2012,LD02621459,67700
19/08/2012,LD02616585,86099
19/08/2012,LD02589566,126145
19/08/2012,LD02713175,65539
19/08/2012,LD02672599,73684
19/08/2012,LD02628900,142500
19/08/2012,LD02733187,33651
19/08/2012,LD02725384,88707
19/08/2012,LD02617816,104695
19/08/2012,LD02731464,105570
19/08/2012,LD02654991,48246
19/08/2012,LD02708070,54192
19/08/2012,LD02593056,264376
19/08/2012,LD02708536,29175
19/08/2012,LD02689850,76962
19/08/2012,LD02610689,27394
19/08/2012,LD02642979,31658
19/08/2012,LD02713028,27471
19/08/2012,LD02616766,32586
19/08/2012,LD02716264,53433
19/08/2012,LD02624278,64463
19/08/2012,LD02679964,25431
19/08/2012,LD02626957,69923
19/08/2012,LD02633583,21270
19/08/2012,LD02736754,25836
19/08/2012,LD02714040,32514
19/08/2012,LD02618918,21815
19/08/2012,LD02716321,21716
19/08/2012,LD02655911,22701
19/08/2012,LD02730771,26445
19/08/2012,LD02695490,46167
19/08/2012,LD02604526,21224
19/08/2012,LD02681575,15389
19/08/2012,LD02725277,31042
19/08/2012,LD02691917,33856
19/08/2012,LD02677186,27443
19/08/2012,LD02664168,16882
19/08/2012,LD02713970,23059
19/08/2012,LD02588379,17440
19/08/2012,LD02632846,24473
19/08/2012,LD02714066,37386
19/08/2012,LD02709661,14138
19/08/2012,LD02660343,18486
19/08/2012,LD02642050,16018
19/08/2012,LD02716293,22521
19/08/2012,LD02733036,34841
19/08/2012,LD02625480,33110
19/08/2012,LD02623918,15286
19/08/2012,LD02710865,22012
19/08/2012,LD02697783,24987
19/08/2012,LD02668955,13516
19/08/2012,LD02587524,13964
19/08/2012,LD02646278,17560
19/08/2012,LD02677047,20161
19/08/2012,LD02687648,27354
19/08/2012,LD02714097,13256
19/08/2012,LD02658594,13673
19/08/2012,LD02655279,14598
19/08/2012,LD02740150,14874
19/08/2012,LD02659110,14920
19/08/2012,LD02740151,16828
19/08/2012,LD02586884,18531
19/08/2012,LD02642033,19041
19/08/2012,LD02612731,20787
19/08/2012,LD02669031,21975
19/08/2012,LD02606561,22084
19/08/2012,LD02728294,23470
19/08/2012,LD02603350,24495
19/08/2012,LD02713924,26424
19/08/2012,LD02651125,29023
19/08/2012,LD02629123,13672
19/08/2012,LD02588602,19362
19/08/2012,LD02727280,24668
19/08/2012,LD02691609,30947
19/08/2012,LD02642296,35231
19/08/2012,LD02679438,13057
19/08/2012,LD02736667,14447
19/08/2012,LD02706419,16062
19/08/2012,LD02589245,16946
19/08/2012,LD02725347,25445
19/08/2012,LD02712769,12215
19/08/2012,LD02733034,19813
19/08/2012,LD02621340,21728
19/08/2012,LD02597053,21933
19/08/2012,LD01376356,13476
19/08/2012,LD02678002,17668
19/08/2012,LD02727320,18310
19/08/2012,LD02646162,12516
19/08/2012,LD02738507,37600
19/08/2012,LD02714054,10635
19/08/2012,LD02710881,11243
19/08/2012,LD02734932,14403
19/08/2012,LD02685987,15690
19/08/2012,LD02716332,17137
19/08/2012,LD02736041,13689
19/08/2012,LD02613201,8851
19/08/2012,LD02710642,9455
19/08/2012,LD02599715,28210
19/08/2012,LD02725386,10971
19/08/2012,LD02707606,10278
19/08/2012,LD02608122,28364
19/08/2012,LD02736713,12087
19/08/2012,LD02736283,15791
19/08/2012,LD02734229,9705
19/08/2012,LD02738018,9728
19/08/2012,LD02699862,12271
19/08/2012,LD02608876,14317
19/08/2012,LD02626988,15341
19/08/2012,LD02615298,15791
19/08/2012,LD02714023,17353
19/08/2012,LD02712860,11324
19/08/2012,LD02601330,16590
19/08/2012,LD02609354,12730
19/08/2012,LD02713279,10260
19/08/2012,LD02588378,21167
19/08/2012,LD02738722,8088
19/08/2012,LD02651191,17991
19/08/2012,LD02599614,12468
19/08/2012,LD02598577,22431
19/08/2012,LD02712735,8782
19/08/2012,LD02603362,9612
19/08/2012,LD02600901,20094
19/08/2012,LD02687654,22674
19/08/2012,LD02718584,29544
19/08/2012,LD02588356,8155
19/08/2012,LD02706477,9321
19/08/2012,LD02723003,9581
19/08/2012,LD02713021,10487
19/08/2012,LD02708605,11560
19/08/2012,LD02616611,11733
19/08/2012,LD02674407,11746
19/08/2012,LD02595050,12405
19/08/2012,LD02689120,13090
19/08/2012,LD02655363,13318
19/08/2012,LD02708521,14332
19/08/2012,LD02670479,15124
19/08/2012,LD02608128,16718
19/08/2012,LD02635494,17265
19/08/2012,LD02601806,17866
19/08/2012,LD02628666,8198
19/08/2012,LD02730500,8560
19/08/2012,LD02686133,8869
19/08/2012,LD02716990,9491
19/08/2012,LD02736440,10206
19/08/2012,LD02727749,10568
19/08/2012,LD02607982,16704
19/08/2012,LD02722433,16878
19/08/2012,LD02712209,18646
19/08/2012,LD02692138,18843
19/08/2012,LD02695954,20841
19/08/2012,LD02677256,21619
19/08/2012,LD02681749,8319
19/08/2012,LD02736089,16601
19/08/2012,LD02621622,16379
19/08/2012,LD02604456,22062
19/08/2012,LD02728184,7914
19/08/2012,LD02705188,13177
19/08/2012,LD02674296,13906
19/08/2012,LD02549105,40574
19/08/2012,LD02727988,25842
19/08/2012,LD02722700,8895
19/08/2012,LD02736150,19193
19/08/2012,LD02736275,9561
19/08/2012,LD02696096,11788
19/08/2012,LD02641825,26832
19/08/2012,LD02599082,24583
19/08/2012,LD02712582,7826
19/08/2012,LD02609410,12795
19/08/2012,LD02616661,6674
19/08/2012,LD02725080,8168
19/08/2012,LD02624481,16537
19/08/2012,LD02601205,8881
19/08/2012,LD02707403,9228
19/08/2012,LD02674153,13424
19/08/2012,LD02716660,14799
19/08/2012,LD02713038,15046
19/08/2012,LD02602812,18937
19/08/2012,LD02660522,12238
19/08/2012,LD02598714,20311
19/08/2012,LD02601893,23214
19/08/2012,LD02683378,7043
19/08/2012,LD02630803,11605
19/08/2012,LD02681641,7743
19/08/2012,LD02587406,11395
19/08/2012,LD02686926,12548
19/08/2012,LD02665399,8577
19/08/2012,LD02734060,9042
19/08/2012,LD02687691,5934
19/08/2012,LD02719754,7093
19/08/2012,LD02720727,7935
19/08/2012,LD02608222,9331
19/08/2012,LD02641070,9481
19/08/2012,LD02689838,11587
19/08/2012,LD02727760,12523
19/08/2012,LD02587560,6103
19/08/2012,LD02710106,7671
19/08/2012,LD02704186,9824
19/08/2012,LD02611109,14030
19/08/2012,LD02709143,6136
19/08/2012,LD02696158,7344
19/08/2012,LD02709297,7566
19/08/2012,LD02732692,7959
19/08/2012,LD02733884,8035
19/08/2012,LD02595330,8683
19/08/2012,LD02608191,8938
19/08/2012,LD02734377,10167
19/08/2012,LD02616605,10568
19/08/2012,LD02723161,12145
19/08/2012,LD02632917,19323
19/08/2012,LD02667343,6201
19/08/2012,LD02608495,7064
19/08/2012,LD02626087,7085
19/08/2012,LD02738064,7506
19/08/2012,LD02625358,7874
19/08/2012,LD02659105,9292
19/08/2012,LD02702903,9714
19/08/2012,LD02603043,9767
19/08/2012,LD02658620,11402
19/08/2012,LD02734251,15101
19/08/2012,LD02597750,18526
19/08/2012,LD02695562,5681
19/08/2012,LD02734891,5766
19/08/2012,LD02614113,6318
19/08/2012,LD02662845,6334
19/08/2012,LD02664948,6887
19/08/2012,LD02693841,6979
19/08/2012,LD02700582,7053
19/08/2012,LD02698614,7256
19/08/2012,LD02655866,7420
19/08/2012,LD02704089,7447
19/08/2012,LD02712372,7452
19/08/2012,LD02588601,7597
19/08/2012,LD02704271,7659
19/08/2012,LD02720575,7854
19/08/2012,LD02704398,7876
19/08/2012,LD02663947,8462
19/08/2012,LD02623737,8467
19/08/2012,LD02665141,8574
19/08/2012,LD02732770,8671
19/08/2012,LD02674588,10427
19/08/2012,LD02665549,10727
19/08/2012,LD02727778,11038
19/08/2012,LD02700749,11251
19/08/2012,LD02701721,11781
19/08/2012,LD02601971,12080
19/08/2012,LD02608793,12616
19/08/2012,LD02727348,19812
19/08/2012,LD02717962,6523
19/08/2012,LD02608130,8557
19/08/2012,LD02694945,10268
19/08/2012,LD02720464,12444
19/08/2012,LD02696195,30358
19/08/2012,LD02718073,6044
19/08/2012,LD02643303,8004
19/08/2012,LD02688645,6416
19/08/2012,LD02609393,10065
19/08/2012,LD02696345,6888
19/08/2012,LD02696787,8312
19/08/2012,LD02625992,8697
19/08/2012,LD02716469,8975
19/08/2012,LD02683380,10028
19/08/2012,LD02670469,12519
19/08/2012,LD02696986,3795
19/08/2012,LD02600367,6534
19/08/2012,LD02632791,7057
19/08/2012,LD02630082,8366
19/08/2012,LD02624489,15653
19/08/2012,LD02616654,6132
19/08/2012,LD02714343,7383
19/08/2012,LD02672490,9531
19/08/2012,LD02655083,3640
19/08/2012,LD02736276,5750
19/08/2012,LD02708206,7247
19/08/2012,LD02718965,7731
19/08/2012,LD02728115,4174
19/08/2012,LD02660397,6315
19/08/2012,LD02733326,7470
19/08/2012,LD02701949,7741
19/08/2012,LD02623541,9131
19/08/2012,LD02617726,10068
19/08/2012,LD02671914,11269
19/08/2012,LD02621954,17364
19/08/2012,LD02608008,19816
19/08/2012,LD02681723,6477
19/08/2012,LD02707954,6761
19/08/2012,LD02726260,7456
19/08/2012,LD02611874,8439
19/08/2012,LD02732222,8876
19/08/2012,LD02738462,9819
19/08/2012,LD02723826,11032
19/08/2012,LD02661698,11846
19/08/2012,LD02698728,14630
19/08/2012,LD02661285,4760
19/08/2012,LD02643810,7843
19/08/2012,LD02706920,9343
19/08/2012,LD02622115,6772
19/08/2012,LD02700723,10127
19/08/2012,LD02618681,10688
19/08/2012,LD02623932,15163
19/08/2012,LD02674128,2849
19/08/2012,LD02728147,5549
19/08/2012,LD02727453,6370
19/08/2012,LD02677234,6895
19/08/2012,LD02608614,8184
19/08/2012,LD02683861,9841
19/08/2012,LD02615658,12164
19/08/2012,LD02713114,4475
19/08/2012,LD02722208,4504
19/08/2012,LD02650666,4738
19/08/2012,LD02696836,5097
19/08/2012,LD02728129,5205
19/08/2012,LD02659285,5522
19/08/2012,LD02736116,6082
19/08/2012,LD02702543,6202
19/08/2012,LD02603191,6499
19/08/2012,LD02722974,6518
19/08/2012,LD00949074,7497
19/08/2012,LD02706911,8219
19/08/2012,LD02655956,16782
19/08/2012,LD02727034,3462
19/08/2012,LD02679831,4116
19/08/2012,LD02609544,4718
19/08/2012,LD02736874,4913
19/08/2012,LD02606540,5836
19/08/2012,LD02702118,7817
19/08/2012,LD02706076,8514
19/08/2012,LD02707139,8634
19/08/2012,LD02708187,10072
19/08/2012,LD02710108,10561
19/08/2012,LD02710254,3201
19/08/2012,LD02616167,4669
19/08/2012,LD02689127,5002
19/08/2012,LD02718592,5373
19/08/2012,LD02722984,5921
19/08/2012,LD02704070,5923
19/08/2012,LD02689110,6114
19/08/2012,LD02667530,6219
19/08/2012,LD02716169,6313
19/08/2012,LD02729075,6353
19/08/2012,LD02603190,7489
19/08/2012,LD02626351,7678
19/08/2012,LD02677036,11728
19/08/2012,LD02731853,3399
19/08/2012,LD02590976,3947
19/08/2012,LD02615729,4433
19/08/2012,LD02700646,4914
19/08/2012,LD02709716,5027
19/08/2012,LD02671829,5140
19/08/2012,LD02732844,5416
19/08/2012,LD02713353,5643
19/08/2012,LD02727717,5690
19/08/2012,LD02466755,5737
19/08/2012,LD02609109,6034
19/08/2012,LD02682698,7426
19/08/2012,LD02712573,8294
19/08/2012,LD02662169,9804
19/08/2012,LD02658572,9973
19/08/2012,LD02736142,12304
19/08/2012,LD02610934,12748
19/08/2012,LD02712583,3180
19/08/2012,LD02616679,3502
19/08/2012,LD02629220,3780
19/08/2012,LD02628480,3936
19/08/2012,LD02729289,4067
19/08/2012,LD02728269,4478
19/08/2012,LD02652354,4651
19/08/2012,LD02718733,4731
19/08/2012,LD02624405,4897
19/08/2012,LD02619769,4902
19/08/2012,LD02630710,4936
19/08/2012,LD02610570,5354
19/08/2012,LD02728999,5453
19/08/2012,LD02718682,5522
19/08/2012,LD02700800,5620
19/08/2012,LD02674139,5873
19/08/2012,LD02618716,6505
19/08/2012,LD02641100,6513
19/08/2012,LD02697787,6639
19/08/2012,LD02676233,6734
19/08/2012,LD02695997,6943
19/08/2012,LD02708193,7482
19/08/2012,LD02626757,7642
19/08/2012,LD02589117,8206
19/08/2012,LD02730024,10396
19/08/2012,LD02724725,10420
19/08/2012,LD02608109,3543
19/08/2012,LD02679169,3976
19/08/2012,LD02663800,4076
19/08/2012,LD02624435,4227
19/08/2012,LD02670015,4276
19/08/2012,LD02713031,4333
19/08/2012,LD02736320,4372
19/08/2012,LD02678497,4382
19/08/2012,LD02697777,4386
19/08/2012,LD02616029,4427
19/08/2012,LD02736462,4550
19/08/2012,LD02715825,4565
19/08/2012,LD02718663,4610
19/08/2012,LD02650662,4807
19/08/2012,LD02677972,4828
19/08/2012,LD02660280,4861
19/08/2012,LD02738920,4937
19/08/2012,LD02679846,4938
19/08/2012,LD02589158,4997
19/08/2012,LD02623732,5045
19/08/2012,LD02662210,5057
19/08/2012,LD02673761,5108
19/08/2012,LD02727728,5166
19/08/2012,LD02708600,5376
19/08/2012,LD02707050,5399
19/08/2012,LD02705249,5405
19/08/2012,LD02706917,5487
19/08/2012,LD02664736,5501
19/08/2012,LD02707012,5566
19/08/2012,LD02714206,5675
19/08/2012,LD02738239,5702
19/08/2012,LD02732751,5762
19/08/2012,LD02706913,5764
19/08/2012,LD02618390,5775
19/08/2012,LD02734291,5925
19/08/2012,LD02610458,5936
19/08/2012,LD02710750,6044
19/08/2012,LD02623999,6090
19/08/2012,LD02670043,6097
19/08/2012,LD02708522,6125
19/08/2012,LD02715993,6148
19/08/2012,LD02631160,6208
19/08/2012,LD02708665,6217
19/08/2012,LD02707153,6401
19/08/2012,LD02598490,6497
19/08/2012,LD02706882,6626
19/08/2012,LD02707018,6626
19/08/2012,LD02698260,6671
19/08/2012,LD02707160,6681
19/08/2012,LD02630116,6737
19/08/2012,LD02707045,6775
19/08/2012,LD02630993,6793
19/08/2012,LD02680054,6795
19/08/2012,LD02727356,6985
19/08/2012,LD02650994,7015
19/08/2012,LD02670219,7078
19/08/2012,LD02700767,7223
19/08/2012,LD02613795,7405
19/08/2012,LD02700726,7678
19/08/2012,LD02737997,7881
19/08/2012,LD02630965,7929
19/08/2012,LD02624556,7947
19/08/2012,LD02670258,7961
19/08/2012,LD02724749,7999
19/08/2012,LD02694644,8013
19/08/2012,LD02725062,8403
19/08/2012,LD02681659,8411
19/08/2012,LD02681319,8516
19/08/2012,LD02602309,8544
19/08/2012,LD02717098,8760
19/08/2012,LD02667728,8798
19/08/2012,LD02603683,8846
19/08/2012,LD02607534,8970
19/08/2012,LD02702467,9600
19/08/2012,LD02602168,9672
19/08/2012,LD02712341,9808
19/08/2012,LD02591130,10527
19/08/2012,LD02630182,10591
19/08/2012,LD02626184,10846
19/08/2012,LD02677966,10956
19/08/2012,LD02674815,11029
19/08/2012,LD02702618,11096
19/08/2012,LD02706563,11096
19/08/2012,LD02663789,11183
19/08/2012,LD02708486,11418
19/08/2012,LD02632819,13909
19/08/2012,LD02658561,14373
19/08/2012,LD02724759,14600
19/08/2012,LD02718017,2914
19/08/2012,LD02600217,3556
19/08/2012,LD02634304,3619
19/08/2012,LD02707385,3785
19/08/2012,LD02628614,3959
19/08/2012,LD02727337,3978
19/08/2012,LD02662892,3985
19/08/2012,LD02609460,4039
19/08/2012,LD02718457,4137
19/08/2012,LD02665644,4200
19/08/2012,LD02718100,4257
19/08/2012,LD02682724,4280
19/08/2012,LD02619765,4371
19/08/2012,LD02651164,4643
19/08/2012,LD02678622,4812
19/08/2012,LD02738720,4824
19/08/2012,LD02603932,4844
19/08/2012,LD02710581,5045
19/08/2012,LD02686503,5116
19/08/2012,LD02617604,5142
19/08/2012,LD02685841,5142
19/08/2012,LD02588895,5153
19/08/2012,LD02623448,5208
19/08/2012,LD02733768,5265
19/08/2012,LD02600099,5386
19/08/2012,LD02626310,5388
19/08/2012,LD02708676,5429
19/08/2012,LD02716308,5429
19/08/2012,LD02691190,5629
19/08/2012,LD02705265,5634
19/08/2012,LD02652530,5790
19/08/2012,LD02660392,5798
19/08/2012,LD02691004,5874
19/08/2012,LD02626333,5919
19/08/2012,LD02722967,6165
19/08/2012,LD02639034,6412
19/08/2012,LD02706041,6564
19/08/2012,LD02701354,6600
19/08/2012,LD02592902,6910
19/08/2012,LD02702882,6999
19/08/2012,LD02695480,7031
19/08/2012,LD02631287,7073
19/08/2012,LD02735927,7136
19/08/2012,LD02630867,7720
19/08/2012,LD02681645,7738
19/08/2012,LD02732530,7902
19/08/2012,LD02699029,7943
19/08/2012,LD02630904,7980
19/08/2012,LD02592899,8102
19/08/2012,LD02720459,8269
19/08/2012,LD02658558,8962
19/08/2012,LD02623552,9056
19/08/2012,LD02665426,9387
19/08/2012,LD02599667,9913
19/08/2012,LD02598386,10231
19/08/2012,LD02738208,10782
19/08/2012,LD02673814,11359
19/08/2012,LD02701355,11584
19/08/2012,LD02604045,12199
19/08/2012,LD02681457,5044
19/08/2012,LD02692548,5364
19/08/2012,LD02700464,4299
19/08/2012,LD02635121,6581
19/08/2012,LD02709641,6597
19/08/2012,LD02692534,5410
19/08/2012,LD02737094,7351
19/08/2012,LD02738905,5537
19/08/2012,LD02678058,3862
19/08/2012,LD02706636,4091
19/08/2012,LD02727919,6798
19/08/2012,LD02731920,14065
19/08/2012,LD02684603,2210
19/08/2012,LD02600018,3921
19/08/2012,LD02722821,4396
19/08/2012,LD02714656,4447
19/08/2012,LD02598007,4448
19/08/2012,LD02665398,5448
19/08/2012,LD02674984,9837
19/08/2012,LD02684806,1950
19/08/2012,LD02623439,3048
19/08/2012,LD02598913,3207
19/08/2012,LD02623323,3364
19/08/2012,LD02714241,3473
19/08/2012,LD02702021,3612
19/08/2012,LD02734900,3992
19/08/2012,LD02688136,4270
19/08/2012,LD02680704,4622
19/08/2012,LD02682743,4848
19/08/2012,LD02601937,4892
19/08/2012,LD02733857,5281
19/08/2012,LD02710644,5754
19/08/2012,LD02606692,6528
19/08/2012,LD02720617,6800
19/08/2012,LD02624497,6858
19/08/2012,LD02601078,7231
19/08/2012,LD02674597,9165
19/08/2012,LD02729852,1914
19/08/2012,LD02684601,2087
19/08/2012,LD02738101,2856
19/08/2012,LD02687068,3041
19/08/2012,LD02607626,3081
19/08/2012,LD02736461,3171
19/08/2012,LD02684576,3174
19/08/2012,LD02689091,3212
19/08/2012,LD02671730,3334
19/08/2012,LD02738449,3377
19/08/2012,LD02618601,3421
19/08/2012,LD02594261,3644
19/08/2012,LD02677690,3659
19/08/2012,LD02724628,3665
19/08/2012,LD02670710,3669
19/08/2012,LD02720158,3838
19/08/2012,LD02725119,3839
19/08/2012,LD02629233,3877
19/08/2012,LD02613896,3969
19/08/2012,LD02638547,4014
19/08/2012,LD02686808,4051
19/08/2012,LD02696490,4092
19/08/2012,LD02695676,4104
19/08/2012,LD02729716,4120
19/08/2012,LD02702583,4137
19/08/2012,LD02633970,4186
19/08/2012,LD02597336,4300
19/08/2012,LD02695042,4480
19/08/2012,LD02734895,4512
19/08/2012,LD02736078,4555
19/08/2012,LD02705109,4568
19/08/2012,LD02690120,4571
19/08/2012,LD02670546,4588
19/08/2012,LD02598831,4613
19/08/2012,LD02726991,4619
19/08/2012,LD02653486,4632
19/08/2012,LD02734299,4651
19/08/2012,LD02665438,4656
19/08/2012,LD02629296,4665
19/08/2012,LD02638646,4746
19/08/2012,LD02631630,4755
19/08/2012,LD02705558,4775
19/08/2012,LD02690149,4850
19/08/2012,LD02631639,4860
19/08/2012,LD02678053,4924
19/08/2012,LD02609273,4944
19/08/2012,LD02687055,4960
19/08/2012,LD02675007,5043
19/08/2012,LD02683275,5067
19/08/2012,LD02688260,5118
19/08/2012,LD02738009,5165
19/08/2012,LD02690866,5166
19/08/2012,LD02719711,5299
19/08/2012,LD02677766,5349
19/08/2012,LD02623414,5405
19/08/2012,LD02739331,5839
19/08/2012,LD02663199,6218
19/08/2012,LD02681687,6426
19/08/2012,LD02726925,6548
19/08/2012,LD02638054,6754
19/08/2012,LD02618565,7053
19/08/2012,LD02737892,7524
19/08/2012,LD02607595,8071
19/08/2012,LD02733399,8210
19/08/2012,LD02733804,8602
19/08/2012,LD02717073,13767
19/08/2012,LD02656041,4123
19/08/2012,LD02722422,4034
19/08/2012,LD02619352,3607
19/08/2012,LD02727256,3608
19/08/2012,LD02737049,4051
19/08/2012,LD02683489,3301
19/08/2012,LD02600398,3339
19/08/2012,LD02638897,3969
19/08/2012,LD02705012,4003
19/08/2012,LD02716894,4400
19/08/2012,LD02710077,4490
19/08/2012,LD02670486,4957
19/08/2012,LD02683687,7138
19/08/2012,LD02738982,2063
19/08/2012,LD02739680,3315
19/08/2012,LD02677143,3520
19/08/2012,LD02627636,3256
19/08/2012,LD02664991,3433
19/08/2012,LD02666144,3621
19/08/2012,LD02588820,3658
19/08/2012,LD02695633,3781
19/08/2012,LD02739325,3882
19/08/2012,LD02720598,3945
19/08/2012,LD02732033,5333
19/08/2012,LD02591279,5745
19/08/2012,LD02716024,2085
19/08/2012,LD02702279,2260
19/08/2012,LD02723474,2270
19/08/2012,LD02681092,2477
19/08/2012,LD02737915,2532
19/08/2012,LD02606964,2719
19/08/2012,LD02726839,2730
19/08/2012,LD02588811,2790
19/08/2012,LD02719747,2805
19/08/2012,LD02681860,2840
19/08/2012,LD02595834,2862
19/08/2012,LD02684880,2946
19/08/2012,LD02618853,2958
19/08/2012,LD02704942,3036
19/08/2012,LD02661121,3041
19/08/2012,LD02718997,3047
19/08/2012,LD02712005,3055
19/08/2012,LD02670314,3109
19/08/2012,LD00120638,3144
19/08/2012,LD02618930,3164
19/08/2012,LD02691604,3393
19/08/2012,LD02653409,3486
19/08/2012,LD02681941,3496
19/08/2012,LD02716747,3711
19/08/2012,LD02631914,3753
19/08/2012,LD02705575,3785
19/08/2012,LD02618876,3842
19/08/2012,LD02730833,3848
19/08/2012,LD02697678,4148
19/08/2012,LD02705788,4161
19/08/2012,LD02635239,4184
19/08/2012,LD02732090,4206
19/08/2012,LD02665673,4326
19/08/2012,LD02709276,4374
19/08/2012,LD02597572,4406
19/08/2012,LD02599529,4425
19/08/2012,LD02730895,4459
19/08/2012,LD02653294,4478
19/08/2012,LD02695040,4572
19/08/2012,LD02730871,4650
19/08/2012,LD02695684,4678
19/08/2012,LD02692619,4724
19/08/2012,LD02715034,4747
19/08/2012,LD02670669,4837
19/08/2012,LD02591559,4881
19/08/2012,LD02673271,4918
19/08/2012,LD02598459,5020
19/08/2012,LD02602853,5477
19/08/2012,LD02599058,5622
19/08/2012,LD02721991,5694
19/08/2012,LD02635176,5864
19/08/2012,LD02700622,5941
19/08/2012,LD02606021,5988
19/08/2012,LD02593093,6035
19/08/2012,LD02712224,6134
19/08/2012,LD02600764,6558
19/08/2012,LD02721374,3026
19/08/2012,LD02654444,4241
19/08/2012,LD02511039,5618
19/08/2012,LD02730299,2760
19/08/2012,LD02720825,3103
19/08/2012,LD02739519,4291
19/08/2012,LD02597139,4620
19/08/2012,LD02692950,5206
19/08/2012,LD02667258,3363
19/08/2012,LD02654777,4365
19/08/2012,LD02654401,4487
19/08/2012,LD02571547,6685
19/08/2012,LD02588025,8528
19/08/2012,LD02595366,9959
19/08/2012,LD02722651,1877
19/08/2012,LD02637568,2368
19/08/2012,LD02589221,2389
19/08/2012,LD02640511,2706
19/08/2012,LD02738401,2906
19/08/2012,LD02696091,3094
19/08/2012,LD02578568,3156
19/08/2012,LD02663282,3175
19/08/2012,LD02664446,3412
19/08/2012,LD02638355,3468
19/08/2012,LD02691641,3468
19/08/2012,LD02695160,3521
19/08/2012,LD02641678,3568
19/08/2012,LD02621004,4155
19/08/2012,LD02691752,4913
19/08/2012,LD02679255,5147
19/08/2012,LD02735419,5842
19/08/2012,LD02604572,2881
19/08/2012,LD02666747,2956
19/08/2012,LD02637712,4067
19/08/2012,LD02632192,4205
19/08/2012,LD02677807,5137
19/08/2012,LD02716671,1638
19/08/2012,LD02637520,2050
19/08/2012,LD02727126,2058
19/08/2012,LD02637838,2087
19/08/2012,LD02608201,2525
19/08/2012,LD02737679,3116
19/08/2012,LD02735438,3132
19/08/2012,LD02696014,3182
19/08/2012,LD02707817,3834
19/08/2012,LD02709853,4048
19/08/2012,LD02734280,4105
19/08/2012,LD02635099,4548
19/08/2012,LD02654343,5915
19/08/2012,LD02622750,1960
19/08/2012,LD02725624,2105
19/08/2012,LD02638277,2176
19/08/2012,LD02624323,2209
19/08/2012,LD02623664,2213
19/08/2012,LD02635134,2271
19/08/2012,LD02624321,2408
19/08/2012,LD02617890,2602
19/08/2012,LD02607113,2770
19/08/2012,LD00705485,2780
19/08/2012,LD02653333,2784
19/08/2012,LD02720868,2903
19/08/2012,LD02615349,2950
19/08/2012,LD02727249,3206
19/08/2012,LD02618228,3248
19/08/2012,LD02735657,3256
19/08/2012,LD02734789,3399
19/08/2012,LD02697126,3534
19/08/2012,LD02632450,3614
19/08/2012,LD02623903,3888
19/08/2012,LD02654948,3894
19/08/2012,LD02679516,3894
19/08/2012,LD02643052,4082
19/08/2012,LD02654463,4425
19/08/2012,LD02602218,4536
19/08/2012,LD02729961,4605
19/08/2012,LD02700605,6164
19/08/2012,LD02678886,6807
19/08/2012,LD02725664,1538
19/08/2012,LD02739003,1685
19/08/2012,LD02651871,1775
19/08/2012,LD02638026,1917
19/08/2012,LD02651436,1933
19/08/2012,LD02698574,1942
19/08/2012,LD02721095,2025
19/08/2012,LD02714292,2170
19/08/2012,LD02725689,2195
19/08/2012,LD02735440,2350
19/08/2012,LD02611663,2359
19/08/2012,LD02704686,2396
19/08/2012,LD02660896,2432
19/08/2012,LD02702855,2455
19/08/2012,LD02619050,2458
19/08/2012,LD02629415,2566
19/08/2012,LD02602404,2686
19/08/2012,LD02640311,2726
19/08/2012,LD02729552,2764
19/08/2012,LD02738100,2791
19/08/2012,LD02687875,2822
19/08/2012,LD02694480,2842
19/08/2012,LD02632285,2957
19/08/2012,LD02588116,2980
19/08/2012,LD02710130,2995
19/08/2012,LD02726288,3035
19/08/2012,LD02725724,3109
19/08/2012,LD02633400,3120
19/08/2012,LD02601326,3168
19/08/2012,LD02603996,3176
19/08/2012,LD02595961,3449
19/08/2012,LD02630405,3503
19/08/2012,LD02661733,3623
19/08/2012,LD02603776,3726
19/08/2012,LD02658879,3783
19/08/2012,LD02654371,3840
19/08/2012,LD02634085,3929
19/08/2012,LD02677502,3929
19/08/2012,LD02739638,3992
19/08/2012,LD02709670,4279
19/08/2012,LD02681776,4310
